battle_turn,pikachu_hp
Round 1836 - Turn 16:00,30.35146
Round 1836 - Turn 17:00,35.390793
Round 1836 - Turn 18:00,37.017822
Round 1836 - Turn 19:00,48.229977
Round 1836 - Turn 20:00,4.0359898
Round 1836 - Turn 21:00,57.724464
Round 1836 - Turn 22:00,47.248844
Round 1836 - Turn 23:00,72.371864
Round 1837 - Turn 00:00,68.33908
Round 1837 - Turn 01:00,72.874954
Round 1837 - Turn 02:00,23.56147
Round 1837 - Turn 03:00,76.27006
Round 1837 - Turn 04:00,63.668053
Round 1837 - Turn 05:00,5.302468
Round 1837 - Turn 06:00,4.0467734
Round 1837 - Turn 07:00,9.611981
Round 1837 - Turn 08:00,74.738914
Round 1837 - Turn 09:00,19.063702
Round 1837 - Turn 10:00,35.997047
Round 1837 - Turn 11:00,42.83476
Round 1837 - Turn 12:00,8.179076
Round 1837 - Turn 13:00,75.76252
Round 1837 - Turn 14:00,77.825935
Round 1837 - Turn 15:00,43.49709
Round 1837 - Turn 16:00,50.648586
Round 1837 - Turn 17:00,35.612022
Round 1837 - Turn 18:00,62.88569
Round 1837 - Turn 19:00,50.345997
Round 1837 - Turn 20:00,24.543394
Round 1837 - Turn 21:00,46.69139
Round 1837 - Turn 22:00,46.342903
Round 1837 - Turn 23:00,59.25832
